notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq
276.0,572.0,0.32547,478.0,0.0,1,0.56863,1326,9110,0.008463364752349451,1734104 -11734104 -1 -2
215.0,420.0,0.33858,362.0,0.0,1,0.57874,997,9110,0.006422550864710356,1174888 -11125315 -11734104 -1 -2
229.0,452.0,0.33627,369.0,0.0,1,0.56952,1050,9110,0.005311540780977856,1125315 -11174888 -11734104 -1 -2
305.0,584.0,0.34308,457.0,0.0,1,0.56612,1346,9110,0.0052973481647337435,1125315 1174888 -11734104 -1 -2
257.0,497.0,0.34085,399.0,0.0,1,0.56895,1153,9110,0.00521280409714035,1125315 -11125315 -11734104 -1 -2
364.0,509.0,0.41695,447.0,0.0,1,0.61439,1320,9110,0.0050573148815695095,19121608 -119121608 -1 -2
273.0,510.0,0.34866,409.0,0.0,1,0.57215,1192,9110,0.005039997541639894,1713332 -11734104 -1 -2
204.0,400.0,0.33775,332.0,0.0,1,0.57265,936,9110,0.005018435012318795,1174888 -11174888 -11734104 -1 -2
242.0,448.0,0.35072,369.0,0.0,1,0.57696,1059,9110,0.005006219473719084,974166 -1974166 -1 -2
222.0,505.0,0.30536,384.0,0.0,1,0.54545,1111,9110,0.00494504299817502,1125315 -11734104 -11125315 -1 -2
225.0,433.0,0.34195,354.0,0.0,1,0.57213,1012,9110,0.0049080788082554675,1125315 -1974166 -1 -2
236.0,433.0,0.35277,358.0,0.0,1,0.57838,1027,9110,0.004851499616037716,1506270 -11506270 -1 -2
203.0,416.0,0.32795,336.0,0.0,1,0.5644,955,9110,0.004815930838375568,1125315 -1903963 -1 -2
197.0,433.0,0.3127,339.0,0.0,1,0.55315,969,9110,0.004678244301599725,1174888 -11734104 -11125315 -1 -2
231.0,571.0,0.28803,409.0,0.0,1,0.52849,1211,9110,0.004465227396996029,781039 -1 -2
183.0,443.0,0.29233,331.0,0.0,1,0.5371,957,9110,0.0042000586593668055,1734104 -11174888 -11125315 -1 -2
196.0,421.0,0.31767,327.0,0.0,1,0.55403,944,9110,0.004188881344281739,903963 -11125315 -1 -2
238.0,417.0,0.36336,343.0,0.0,1,0.58216,998,9110,0.004173515753958543,1136980 -1 -2
195.0,507.0,0.27778,362.0,0.0,1,0.5235,1064,9110,0.004110044943118014,1734104 -11125315 -11125315 -1 -2
197.0,461.0,0.29939,340.0,0.0,1,0.53808,998,9110,0.003867945956376615,1125315 -11734104 -11174888 -1 -2
164.0,468.0,0.25949,328.0,0.0,1,0.5125,960,9110,0.0037973367291661,1797513 -11125315 1174888 -1 -2
126.0,491.0,0.20421,321.0,0.0,1,0.47655,938,9110,0.0037520164141681593,1734104 -11154343 -1 -2
275.0,396.0,0.40984,340.0,0.0,1,0.60831,1011,9110,0.003494294709177628,1734104 -11307046 -1 -2
267.0,591.0,0.31119,417.0,0.0,1,0.53647,1275,9110,0.0034818366444691012,1734104 -11125315 1174888 -1 -2
189.0,513.0,0.26923,351.0,0.0,1,0.51282,1053,9110,0.0033686216764260827,1153013 -11125315 -1 -2
185.0,458.0,0.28771,326.0,0.0,1,0.52735,969,9110,0.0033430175808010962,1734104 -11125315 -11174888 -1 -2
169.0,461.0,0.26825,318.0,0.0,1,0.51371,948,9110,0.003174826735642613,1153013 -11174888 -1 -2
186.0,430.0,0.30195,312.0,0.0,1,0.53664,928,9110,0.003165753610900073,1125315 -11103314 -1 -2
183.0,468.0,0.28111,323.0,0.0,1,0.51951,974,9110,0.002936498535721459,974166 -11125315 1174888 -1 -2
266.0,514.0,0.34103,375.0,0.0,1,0.55498,1155,9110,0.002878680753679803,1734104 -11713332 -1 -2
319.0,400.0,0.44367,349.0,0.0,1,0.62547,1068,9110,0.0028149201143668275,1125315 1174888 -11539403 -1 -2
322.0,312.0,0.50789,313.0,0.0,1,0.67054,947,9110,0.0027545435332412384,1539403 -11322184 -1 -2
326.0,364.0,0.47246,335.0,0.0,1,0.64488,1025,9110,0.002691106018553946,1174888 -11545958 -1 -2
310.0,308.0,0.50162,305.0,0.0,1,0.66631,923,9110,0.002670856858199612,1308216 -11322184 -1 -2
214.0,414.0,0.34076,309.0,0.0,1,0.55816,937,9110,0.0026625968964204575,1125315 -11125315 -11506270 -1 -2
317.0,405.0,0.43906,346.0,0.0,1,0.62079,1068,9110,0.0025725909988800156,1307046 -11734104 -1 -2
233.0,430.0,0.35143,321.0,0.0,1,0.56301,984,9110,0.0025212850513510418,1506270 -11125315 1174888 -1 -2
240.0,531.0,0.31128,364.0,0.0,1,0.53216,1135,9110,0.002470280255524083,1125315 -11201620 -1 -2
338.0,441.0,0.43389,367.0,0.0,1,0.61518,1146,9110,0.002458074548985743,1539403 -11125315 1174888 -1 -2
379.0,456.0,0.45389,389.0,0.0,1,0.62745,1224,9110,0.0024314140038285926,1125315 1174888 -11322184 -1 -2
342.0,295.0,0.53689,307.0,0.0,1,0.6875,944,9110,0.0023306380349218813,1322184 -11539403 -1 -2
224.0,538.0,0.29396,357.0,0.0,1,0.51921,1119,9110,0.002292025072640859,1201620 -11125315 -1 -2
267.0,399.0,0.4009,318.0,0.0,1,0.59451,984,9110,0.002284202038427928,1125315 -11125315 -11322184 -1 -2
430.0,463.0,0.48152,408.0,0.0,1,0.64412,1301,9110,0.0022256840407813326,1539403 -11539403 -1 -2
250.0,452.0,0.35613,331.0,0.0,1,0.56244,1033,9110,0.002197963370702201,1125315 1174888 -11506270 -1 -2
241.0,472.0,0.33801,335.0,0.0,1,0.54962,1048,9110,0.0021747283430419827,586413 -1 -2
123.0,572.0,0.17698,327.0,0.0,1,0.44031,1022,9110,0.0021365656051510707,1154343 -11154343 -1 -2
298.0,521.0,0.36386,376.0,0.0,1,0.56402,1195,9110,0.002100058929378955,778711 -1 -2
265.0,571.0,0.31699,382.0,0.0,1,0.5312,1218,9110,0.0020633899426387645,1163944 -1 -2
173.0,641.0,0.21253,373.0,0.0,1,0.45998,1187,9110,0.0020512284128889045,1154343 -11125315 -1 -2
