notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq
196.0,462.0,0.29787,310.0,0.0,1,0.52273,968,9110,0.0020302759821949215,1174888 -11174888 -11125315 1174888 -11125315 -1 -2
162.0,475.0,0.25432,299.0,0.0,1,0.49252,936,9110,0.001900922115185216,1125315 -11125315 -11797513 -1 -2
200.0,483.0,0.29283,317.0,0.0,1,0.517,1000,9110,0.001874056736073904,997881 -1 -2
194.0,487.0,0.28488,316.0,0.0,1,0.51153,997,9110,0.0018643405943663078,1201620 -11174888 -1 -2
172.0,448.0,0.27742,291.0,0.0,1,0.50823,911,9110,0.001843409859600761,1125315 -11125315 -11125315 -11174888 -11125315 -1 -2
302.0,819.0,0.2694,315.0,0.0,1,0.42967,1436,9110,0.0018250820475870261,19055720 -1 -2
201.0,530.0,0.27497,335.0,0.0,1,0.50281,1066,9110,0.0018154993108095527,1125315 1174888 -11797513 -1 -2
138.0,494.0,0.21835,295.0,0.0,1,0.4671,927,9110,0.0018006913927431473,1705674 1836430 -11125315 -1 -2
149.0,578.0,0.20495,333.0,0.0,1,0.45472,1060,9110,0.0017963406704213458,1154343 -11174888 -1 -2
323.0,517.0,0.38452,377.0,0.0,1,0.57518,1217,9110,0.001760455835568904,1177480 -1 -2
239.0,405.0,0.37112,299.0,0.0,1,0.57052,943,9110,0.00175944055892676,1174888 -11125315 -11307046 -1 -2
215.0,443.0,0.32675,304.0,0.0,1,0.5395,962,9110,0.00172913463678106,1125315 -11125315 1174888 -11713332 -1 -2
212.0,461.0,0.31501,309.0,0.0,1,0.53055,982,9110,0.001681082021550097,1713332 -11713332 -11125315 -1 -2
343.0,403.0,0.45979,338.0,0.0,1,0.62823,1084,9110,0.0016780555959928737,1125315 1174888 -11361711 -1 -2
159.0,464.0,0.25522,288.0,0.0,1,0.49067,911,9110,0.001634950715991791,1125315 -11797513 -11125315 -1 -2
212.0,422.0,0.33438,292.0,0.0,1,0.54428,926,9110,0.0016152431977857827,1713332 -11125315 1174888 -11125315 -1 -2
282.0,498.0,0.36154,350.0,0.0,1,0.55929,1130,9110,0.0016135471736806396,1307046 -11125315 -11125315 -1 -2
295.0,752.0,0.28176,454.0,0.0,1,0.499,1501,9110,0.0016055607731870597,1149380 -1 -2
223.0,446.0,0.33333,305.0,0.0,1,0.54209,974,9110,0.0015692455828869335,1713332 -11125315 -11713332 -1 -2
269.0,496.0,0.35163,343.0,0.0,1,0.55235,1108,9110,0.001566455732735555,1125315 1174888 -119121608 -1 -2
169.0,486.0,0.25802,298.0,0.0,1,0.49003,953,9110,0.0015044163377079026,1332418 -11125315 -1 -2
155.0,470.0,0.248,286.0,0.0,1,0.48408,911,9110,0.0015029575920896842,1174888 -11705674 -1 -2
398.0,422.0,0.48537,363.0,0.0,1,0.64328,1183,9110,0.0014975940834031326,1322184 -11322184 -1 -2
355.0,356.0,0.4993,320.0,0.0,1,0.6547,1031,9110,0.0014941188264152422,1307046 -11539403 -1 -2
185.0,443.0,0.29459,287.0,0.0,1,0.51585,915,9110,0.001493819092380013,1713332 -11759842 -1 -2
172.0,537.0,0.2426,319.0,0.0,1,0.47763,1028,9110,0.0014850151527716132,1125315 -11705674 1836430 -1 -2
157.0,474.0,0.24881,288.0,0.0,1,0.48422,919,9110,0.0014847614203547057,1125315 1174888 -11153013 -1 -2
216.0,435.0,0.3318,295.0,0.0,1,0.54017,946,9110,0.00144116728456773,19121608 -11125315 1174888 -1 -2
402.0,404.0,0.49876,356.0,0.0,1,0.65232,1162,9110,0.0014353283027010787,1307046 -11322184 -1 -2
551.0,325.0,0.629,381.0,0.0,1,0.74145,1257,9110,0.0013446439844203087,1307046 1322184 -1 -2
387.0,585.0,0.39815,417.0,0.0,1,0.57883,1389,9110,0.0013025230040979213,1125315 1174888 -11307046 -1 -2
220.0,453.0,0.32689,300.0,0.0,1,0.53443,973,9110,0.0012815286090713223,1125315 -11125315 -119121608 -1 -2
196.0,450.0,0.30341,285.0,0.0,1,0.51665,931,9110,0.0011045731737820657,1503297 -11125315 -1 -2
329.0,479.0,0.40718,348.0,0.0,1,0.58564,1156,9110,0.0010987834374868528,1125315 1174888 -11308216 -1 -2
373.0,361.0,0.50817,319.0,0.0,1,0.65717,1053,9110,0.001088997081052142,1539403 -11307046 -1 -2
351.0,304.0,0.53588,287.0,0.0,1,0.67728,942,9110,0.0010453497026636704,1510813 -1 -2
322.0,377.0,0.46066,304.0,0.0,1,0.62413,1003,9110,0.0010383868329155754,1307046 -119121608 -1 -2
410.0,452.0,0.47564,366.0,0.0,1,0.63192,1228,9110,0.0010006915245752343,1125315 -11545958 -1 -2
344.0,394.0,0.46612,317.0,0.0,1,0.62654,1055,9110,9.610837781088069E-4,1308216 -11307046 -1 -2
245.0,589.0,0.29376,354.0,0.0,1,0.50421,1188,9110,9.595760441692561E-4,1125315 1174888 -11125315 1174888 -11125315 1174888 -1 -2
447.0,401.0,0.52712,359.0,0.0,1,0.66777,1207,9110,9.470478690687343E-4,1322184 -11361711 -1 -2
266.0,395.0,0.40242,286.0,0.0,1,0.58289,947,9110,9.218863848971623E-4,1308216 -11713332 -1 -2
160.0,478.0,0.25078,276.0,0.0,1,0.47702,914,9110,8.844759751689684E-4,1153664 -11125315 -1 -2
343.0,568.0,0.37651,381.0,0.0,1,0.56037,1292,9110,8.799447645553087E-4,708298 1154029 -1 -2
270.0,444.0,0.37815,305.0,0.0,1,0.56428,1019,9110,8.680184487594955E-4,1125315 -11174888 -11307046 -1 -2
309.0,362.0,0.46051,288.0,0.0,1,0.62252,959,9110,8.558845731283888E-4,1713332 -11322184 -1 -2
256.0,424.0,0.37647,291.0,0.0,1,0.56334,971,9110,8.393350298754458E-4,1713332 -119121608 -1 -2
204.0,466.0,0.30448,287.0,0.0,1,0.51306,957,9110,8.349857308396685E-4,1383815 -1 -2
247.0,478.0,0.34069,307.0,0.0,1,0.53682,1032,9110,7.943157488695208E-4,1125315 -11713332 -11713332 -1 -2
202.0,582.0,0.25765,326.0,0.0,1,0.47568,1110,9110,6.845497661516E-4,1125315 1153664 -1 -2
419.0,379.0,0.52506,331.0,0.0,1,0.6643,1129,9110,6.749015251624286E-4,1361711 -11361711 -1 -2
226.0,466.0,0.32659,290.0,0.0,1,0.52546,982,9110,6.602657014959132E-4,975125 -1 -2
342.0,463.0,0.42484,332.0,0.0,1,0.59279,1137,9110,6.283868729339391E-4,1713332 -11307046 -1 -2
160.0,529.0,0.23222,287.0,0.0,1,0.45799,976,9110,6.059615806471742E-4,1742253 -11125315 1174888 -1 -2
219.0,647.0,0.25289,354.0,0.0,1,0.46967,1220,9110,5.985189566107479E-4,1551099 -11125315 -1 -2
343.0,376.0,0.47705,298.0,0.0,1,0.63029,1017,9110,5.931473512034307E-4,1307046 -11308216 -1 -2
348.0,374.0,0.48199,299.0,0.0,1,0.63369,1021,9110,5.891480095360221E-4,1322184 -11713332 -1 -2
235.0,505.0,0.31757,305.0,0.0,1,0.51675,1045,9110,5.658288664776217E-4,1738521 -1 -2
105.0,687.0,0.13258,324.0,0.0,1,0.38441,1116,9110,5.46627738208787E-4,956874 -1956874 -1 -2
320.0,496.0,0.39216,333.0,0.0,1,0.56832,1149,9110,5.44569773723094E-4,1308216 -11125315 1174888 -1 -2
328.0,347.0,0.48593,279.0,0.0,1,0.63627,954,9110,5.315980478721365E-4,1545958 -11307046 -1 -2
456.0,373.0,0.55006,337.0,0.0,1,0.6801,1166,9110,5.217012303158197E-4,1307046 -11361711 -1 -2
138.0,525.0,0.20814,274.0,0.0,1,0.4397,937,9110,5.199725433334639E-4,1734104 -11742253 -1 -2
379.0,520.0,0.42158,363.0,0.0,1,0.58796,1262,9110,5.128567219145147E-4,1308216 -11308216 -1 -2
206.0,502.0,0.29096,289.0,0.0,1,0.49649,997,9110,4.654381387079731E-4,1125315 1174888 -11786621 -1 -2
229.0,498.0,0.31499,296.0,0.0,1,0.5132,1023,9110,4.607289724125322E-4,1307046 -119049105 -1 -2
359.0,742.0,0.32607,436.0,0.0,1,0.51724,1537,9110,4.5700719497873975E-4,1346823 -1 -2
172.0,549.0,0.23856,292.0,0.0,1,0.45805,1013,9110,4.1893034088581857E-4,19049105 -11125315 1174888 -1 -2
194.0,505.0,0.27754,281.0,0.0,1,0.48469,980,9110,3.5692609710711985E-4,904453 -1 -2
104.0,552.0,0.15854,263.0,0.0,1,0.39935,919,9110,3.1700851221230065E-4,956874 -11125315 1174888 -1 -2
370.0,474.0,0.43839,333.0,0.0,1,0.59728,1177,9110,3.105697885355524E-4,1307046 -11713332 -1 -2
369.0,427.0,0.46357,315.0,0.0,1,0.61566,1111,9110,3.0848954484787353E-4,1545958 -11545958 -1 -2
328.0,404.0,0.44809,291.0,0.0,1,0.60508,1023,9110,3.067004268921462E-4,1526475 -1 -2
280.0,406.0,0.40816,273.0,0.0,1,0.57664,959,9110,2.909143054601891E-4,1545958 -11125315 1174888 -1 -2
289.0,396.0,0.4219,272.0,0.0,1,0.58621,957,9110,2.7841887286735994E-4,967823 986417 19049105 -1 -2
240.0,660.0,0.26667,352.0,0.0,1,0.47284,1252,9110,2.7736734903287946E-4,948078 -1 -2
198.0,514.0,0.27809,282.0,0.0,1,0.4829,994,9110,2.7659442400288653E-4,1713332 1759842 -11125315 -1 -2
212.0,565.0,0.27284,306.0,0.0,1,0.4783,1083,9110,2.720092573929504E-4,1125315 -11713332 1759842 -1 -2
156.0,608.0,0.20419,300.0,0.0,1,0.42857,1064,9110,2.5082397514501737E-4,1125315 1174888 -11742253 -1 -2
211.0,658.0,0.24281,337.0,0.0,1,0.45439,1206,9110,2.1833413627230509E-4,989878 -1 -2
267.0,569.0,0.31938,324.0,0.0,1,0.50948,1160,9110,2.0564484559182957E-4,1124957 -11174888 -1 -2
172.0,537.0,0.2426,276.0,0.0,1,0.45482,985,9110,1.898187984766891E-4,1518254 -11125315 -1 -2
243.0,698.0,0.25824,361.0,0.0,1,0.4639,1302,9110,1.8044490030172736E-4,744740 -1 -2
117.0,553.0,0.17463,260.0,0.0,1,0.40538,930,9110,1.653018514092734E-4,1742253 -11742253 -1 -2
433.0,401.0,0.51918,319.0,0.0,1,0.65221,1153,9110,1.4414905698217957E-4,1322184 -11307046 -1 -2
210.0,543.0,0.27888,289.0,0.0,1,0.47889,1042,9110,1.4140767533368968E-4,1125315 -11125315 -11124957 -1 -2
144.0,586.0,0.19726,279.0,0.0,1,0.41923,1009,9110,1.2109358915852108E-4,797399 -1 -2
180.0,555.0,0.2449,244.0,0.0,1,0.43309,979,9110,1.1419316736389906E-4,1174888 -11518254 -1 -2
191.0,648.0,0.22765,281.0,0.0,1,0.42143,1120,9110,1.0239235564496587E-4,1310149 -1 -2
198.0,769.0,0.20476,329.0,0.0,1,0.40664,1296,9110,6.827752597527424E-5,791967 -1 -2
230.0,695.0,0.24865,342.0,0.0,1,0.45146,1267,9110,4.252174712278193E-5,1110410 -1 -2
235.0,599.0,0.28177,309.0,0.0,1,0.47594,1143,9110,4.224913612340865E-5,1125315 1174888 -11124957 -1 -2
203.0,654.0,0.23687,294.0,0.0,1,0.4318,1151,9110,4.0417159118905575E-5,1125315 -11518254 -1 -2
124.0,599.0,0.17151,267.0,0.0,1,0.39495,990,9110,3.0040177274711173E-5,19049105 -119049105 -1 -2
259.0,647.0,0.28587,332.0,0.0,1,0.47738,1238,9110,2.3552316749811297E-5,923645 -1 -2
101.0,628.0,0.13855,252.0,0.0,1,0.35984,981,9110,2.1738902398093642E-5,906780 -1 -2
175.0,661.0,0.20933,303.0,0.0,1,0.41967,1139,9110,7.7175492523086E-6,1125315 -11000560 -1 -2
85.0,586.0,0.12668,243.0,0.0,1,0.35886,914,9110,5.447210986019577E-6,19049105 -1956874 -1 -2
140.0,538.0,0.20649,239.0,0.0,1,0.4133,917,9110,2.684633503969529E-6,1713332 -11742253 -1 -2
86.0,647.0,0.11733,261.0,0.0,1,0.34909,994,9110,2.85988995079926E-8,956874 -119049105 -1 -2
