notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq
1051.0,825.0,0.56023,0.0,0.0,?,0.56023,1876,14711,1.193389582278288E-4,778711 -1 -2
1026.0,840.0,0.54984,0.0,0.0,?,0.54984,1866,14711,1.1861032494721291E-4,1125315 -11125315 -11734104 -1 -2
970.0,874.0,0.52603,0.0,0.0,?,0.52603,1844,14711,1.1701132206692189E-4,1125315 -11734104 -11125315 -1 -2
872.0,971.0,0.47314,0.0,0.0,?,0.47314,1843,14711,1.1693877014930725E-4,1125315 1153664 -1 -2
817.0,1021.0,0.4445,0.0,0.0,?,0.4445,1838,14711,1.1657617979827088E-4,1125315 1174888 -11124957 -1 -2
795.0,1018.0,0.4385,0.0,0.0,?,0.4385,1813,14711,1.1476744879061767E-4,797399 -1 -2
949.0,860.0,0.5246,0.0,0.0,?,0.5246,1809,14711,1.1447870291642774E-4,1734104 -11125315 -11125315 -1 -2
787.0,957.0,0.45126,0.0,0.0,?,0.45126,1744,14711,1.0981157329923829E-4,1742253 -11125315 1174888 -1 -2
660.0,1065.0,0.38261,0.0,0.0,?,0.38261,1725,14711,1.0845616815220354E-4,906780 -1 -2
884.0,826.0,0.51696,0.0,0.0,?,0.51696,1710,14711,1.0738891243705378E-4,1149380 -11125315 -1 -2
846.0,863.0,0.49503,0.0,0.0,?,0.49503,1709,14711,1.0731784969315668E-4,1734104 -11154343 -1 -2
760.0,948.0,0.44496,0.0,0.0,?,0.44496,1708,14711,1.0724679788956343E-4,1125315 -11125315 -11124957 -1 -2
840.0,865.0,0.49267,0.0,0.0,?,0.49267,1705,14711,1.0703370809534857E-4,1713332 1759842 -11125315 -1 -2
665.0,1036.0,0.39095,0.0,0.0,?,0.39095,1701,14711,1.0674974138081346E-4,1742253 -11742253 -1 -2
837.0,862.0,0.49264,0.0,0.0,?,0.49264,1699,14711,1.0660782355432617E-4,1153013 -11174888 -1 -2
888.0,806.0,0.5242,0.0,0.0,?,0.5242,1694,14711,1.0625321995788604E-4,1125315 -11125315 -11125315 -11125315 -11125315 -1 -2
765.0,927.0,0.45213,0.0,0.0,?,0.45213,1692,14711,1.0611145485436571E-4,1501700 -1 -2
706.0,976.0,0.41974,0.0,0.0,?,0.41974,1682,14711,1.0540328278273564E-4,1518254 -11125315 -1 -2
852.0,799.0,0.51605,0.0,0.0,?,0.51605,1651,14711,1.0321484763400437E-4,1797513 -11125315 1174888 -1 -2
882.0,1037.0,0.45961,3.0,0.0,1,0.46046,1922,14711,1.0239371646739791E-4,1734104 -1956874 -1 -2
849.0,777.0,0.52214,0.0,0.0,?,0.52214,1626,14711,1.01457540630217E-4,1125315 1174888 -11125315 -11125315 -11174888 -1 -2
864.0,750.0,0.53532,0.0,0.0,?,0.53532,1614,14711,1.0061641842486732E-4,1734104 -11125315 -11174888 -1 -2
911.0,689.0,0.56938,0.0,0.0,?,0.56938,1600,14711,9.963705697063731E-5,1506270 -11125315 1174888 -1 -2
722.0,873.0,0.45266,0.0,0.0,?,0.45266,1595,14711,9.928779217066893E-5,1326303 -1 -2
822.0,770.0,0.51633,0.0,0.0,?,0.51633,1592,14711,9.907836119722944E-5,1713332 -11797513 -1 -2
944.0,997.0,0.48635,3.0,0.0,1,0.48714,1944,14711,9.888359058785771E-5,956874 19049105 -1 -2
842.0,729.0,0.53596,0.0,0.0,?,0.53596,1571,14711,9.761502448701783E-5,1545958 -11125315 -1 -2
626.0,945.0,0.39847,0.0,0.0,?,0.39847,1571,14711,9.761502448701783E-5,1126658 -1 -2
743.0,823.0,0.47446,0.0,0.0,?,0.47446,1566,14711,9.726730075471238E-5,1125315 1174888 -11153013 -1 -2
691.0,873.0,0.44182,0.0,0.0,?,0.44182,1564,14711,9.71282853863772E-5,1713332 -11742253 -1 -2
766.0,794.0,0.49103,0.0,0.0,?,0.49103,1560,14711,9.685038161404358E-5,1713332 -11154343 -1 -2
743.0,813.0,0.47751,0.0,0.0,?,0.47751,1556,14711,9.657264699868924E-5,1125315 -11124957 -11125315 -1 -2
851.0,698.0,0.54939,0.0,0.0,?,0.54939,1549,14711,9.608701799150322E-5,1734104 -119121608 -1 -2
789.0,760.0,0.50936,0.0,0.0,?,0.50936,1549,14711,9.608701799150322E-5,1777806 -1 -2
734.0,808.0,0.47601,0.0,0.0,?,0.47601,1542,14711,9.560190572871945E-5,1713332 -11551099 -1 -2
822.0,696.0,0.5415,0.0,0.0,?,0.5415,1518,14711,9.394257541414811E-5,1346823 -11125315 -1 -2
823.0,674.0,0.54977,0.0,0.0,?,0.54977,1497,14711,9.249561034596047E-5,1125315 -11125315 -11506270 -1 -2
730.0,763.0,0.48895,0.0,0.0,?,0.48895,1493,14711,9.222051970802845E-5,1125315 -11786621 -11125315 -1 -2
700.0,788.0,0.47043,0.0,0.0,?,0.47043,1488,14711,9.187689066764754E-5,1125315 -11125315 -11786621 -1 -2
674.0,813.0,0.45326,0.0,0.0,?,0.45326,1487,14711,9.180819607020171E-5,1154029 -11125315 -1 -2
788.0,697.0,0.53064,0.0,0.0,?,0.53064,1485,14711,9.167083806704498E-5,1759842 -11713332 -1 -2
737.0,740.0,0.49898,0.0,0.0,?,0.49898,1477,14711,9.112182159821814E-5,1125315 -11124957 1125315 -1 -2
1081.0,1118.0,0.49159,3.0,0.0,1,0.49228,2202,14711,6.455162303342826E-5,19049105 -11125315 1174888 -1 -2
1319.0,901.0,0.59414,3.0,0.0,1,0.59469,2223,14711,6.223932363792887E-5,19121608 -119121608 -1 -2
1091.0,1250.0,0.46604,3.0,0.0,1,0.46672,2344,14711,5.010050583536391E-5,19049105 -119049105 -1 -2
639.0,838.0,0.43263,2.0,0.0,1,0.4334,1479,14711,3.948151616608941E-5,1502905 -1 -2
817.0,1599.0,0.33816,1.0,0.0,1,0.33844,2417,14711,3.897847287989069E-5,19055720 -1 -2
658.0,826.0,0.4434,2.0,0.0,1,0.44415,1486,14711,3.8752540207278484E-5,1551099 -11154343 -1 -2
792.0,693.0,0.53333,2.0,0.0,1,0.53396,1487,14711,3.864924639871969E-5,1503297 -11125315 -1 -2
595.0,892.0,0.40013,2.0,0.0,1,0.40094,1489,14711,3.844328889361175E-5,1124957 -1956874 -1 -2
750.0,745.0,0.50167,2.0,0.0,1,0.50234,1497,14711,3.762780098021099E-5,974166 -1956874 -1 -2
676.0,819.0,0.45217,2.0,0.0,1,0.45291,1497,14711,3.762780098021099E-5,1137529 -1 -2
860.0,640.0,0.57333,2.0,0.0,1,0.5739,1502,14711,3.712483390305332E-5,1125315 1174888 -11308216 -1 -2
591.0,940.0,0.38602,2.0,0.0,1,0.38682,1533,14711,3.4118513362429526E-5,922570 -1 -2
718.0,849.0,0.4582,2.0,0.0,1,0.45889,1569,14711,3.085886129943142E-5,19121608 -1956874 -1 -2
767.0,816.0,0.48452,2.0,0.0,1,0.48517,1585,14711,2.9485995971885754E-5,1332418 -11125315 -1 -2
650.0,945.0,0.40752,2.0,0.0,1,0.40827,1597,14711,2.8485813664844044E-5,1742253 -119049105 -1 -2
763.0,846.0,0.47421,2.0,0.0,1,0.47486,1611,14711,2.735006345439386E-5,1551099 -11125315 1174888 -1 -2
1220.0,953.0,0.56144,1.0,0.0,1,0.56164,2174,14711,2.6924336364763484E-5,1734104 -11734104 -1 -2
523.0,1104.0,0.32145,2.0,0.0,1,0.32228,1629,14711,2.593780645150158E-5,1129625 -1 -2
1131.0,1019.0,0.52605,1.0,0.0,1,0.52627,2151,14711,2.586046623667226E-5,708298 1154029 -1 -2
952.0,1135.0,0.45616,1.0,0.0,1,0.45642,2088,14711,2.302018846937783E-5,989878 -1 -2
735.0,936.0,0.43986,2.0,0.0,1,0.44053,1673,14711,2.2703115547123254E-5,1716903 -1 -2
877.0,795.0,0.52452,2.0,0.0,1,0.52509,1674,14711,2.2633059610817464E-5,19049105 -11734104 -1 -2
958.0,1107.0,0.46392,1.0,0.0,1,0.46418,2066,14711,2.2054571321787042E-5,1713332 -1956874 -1 -2
1015.0,668.0,0.60309,2.0,0.0,1,0.60356,1685,14711,2.1872274200609226E-5,974166 -1974166 -1 -2
1048.0,1009.0,0.50948,1.0,0.0,1,0.50972,2058,14711,2.1706892280016125E-5,1322184 -1 -2
987.0,699.0,0.58541,2.0,0.0,1,0.5859,1688,14711,2.1667888752595425E-5,1125315 -1974166 -1 -2
666.0,1040.0,0.39039,2.0,0.0,1,0.3911,1708,14711,2.0338650480403673E-5,1742253 -1956874 -1 -2
945.0,772.0,0.55038,2.0,0.0,1,0.5509,1719,14711,1.96318182141844E-5,1125315 -1903963 -1 -2
994.0,1004.0,0.4975,1.0,0.0,1,0.49775,1999,14711,1.9201171993742244E-5,956874 -11713332 -1 -2
920.0,808.0,0.53241,2.0,0.0,1,0.53295,1730,14711,1.8941802150279763E-5,1308216 -11125315 1174888 -1 -2
868.0,867.0,0.50029,2.0,0.0,1,0.50086,1737,14711,1.85113194330959E-5,956874 -119121608 -1 -2
1034.0,947.0,0.52196,1.0,0.0,1,0.5222,1982,14711,1.8498771289843393E-5,1163944 -1 -2
944.0,1005.0,0.48435,1.0,0.0,1,0.48462,1950,14711,1.7201198547253874E-5,1154343 -11154343 -1 -2
874.0,890.0,0.49546,2.0,0.0,1,0.49604,1766,14711,1.6797520333286307E-5,1308216 -1956874 -1 -2
851.0,949.0,0.47278,2.0,0.0,1,0.47336,1802,14711,1.482028224438376E-5,1125315 1174888 -11154343 -1 -2
1006.0,794.0,0.55889,2.0,0.0,1,0.55938,1802,14711,1.482028224438376E-5,1307046 -11307046 -1 -2
967.0,912.0,0.51464,1.0,0.0,1,0.51489,1880,14711,1.4479299658522212E-5,1125315 -11201620 -1 -2
924.0,952.0,0.49254,1.0,0.0,1,0.49281,1877,14711,1.4366353359508731E-5,1125315 -11713332 1759842 -1 -2
991.0,877.0,0.53051,1.0,0.0,1,0.53077,1869,14711,1.4066696154134646E-5,1125315 1174888 -119121608 -1 -2
983.0,878.0,0.52821,1.0,0.0,1,0.52846,1862,14711,1.3806337289828049E-5,1125315 1174888 -11125315 1174888 -11125315 1174888 -1 -2
943.0,883.0,0.51643,2.0,0.0,1,0.51696,1828,14711,1.34909729166106E-5,1738521 -1 -2
1056.0,779.0,0.57548,2.0,0.0,1,0.57594,1837,14711,1.304942188459748E-5,1177480 -1 -2
894.0,934.0,0.48906,1.0,0.0,1,0.48934,1829,14711,1.260249640338796E-5,1734104 -119049105 -1 -2
874.0,950.0,0.47917,1.0,0.0,1,0.47945,1825,14711,1.2459262801147716E-5,1124957 -11174888 -1 -2
900.0,910.0,0.49724,1.0,0.0,1,0.49752,1811,14711,1.1962610013577266E-5,1125315 1174888 -11797513 -1 -2
869.0,939.0,0.48064,1.0,0.0,1,0.48093,1809,14711,1.189225662010187E-5,1125315 -11705674 1836430 -1 -2
1075.0,813.0,0.56939,2.0,0.0,1,0.56984,1890,14711,1.0634801169987252E-5,1308216 -11308216 -1 -2
745.0,1019.0,0.42234,1.0,0.0,1,0.42266,1765,14711,1.038315801314554E-5,1754994 -1 -2
935.0,820.0,0.53276,1.0,0.0,1,0.53303,1756,14711,1.0083799587772498E-5,1361711 -1 -2
1019.0,731.0,0.58229,1.0,0.0,1,0.58252,1751,14711,9.918890214174046E-6,1506270 -11506270 -1 -2
938.0,790.0,0.54282,1.0,0.0,1,0.54309,1729,14711,9.20535868792941E-6,1539403 -11125315 -1 -2
917.0,1027.0,0.47171,2.0,0.0,1,0.47225,1946,14711,8.409077269066632E-6,781039 -1 -2
957.0,740.0,0.56394,1.0,0.0,1,0.56419,1698,14711,8.234159074083024E-6,1713332 -119121608 -1 -2
935.0,1022.0,0.47777,2.0,0.0,1,0.47831,1959,14711,7.937510477862198E-6,1713332 -119049105 -1 -2
1033.0,930.0,0.52624,2.0,0.0,1,0.52672,1965,14711,7.725399649601483E-6,1103314 -1 -2
905.0,772.0,0.53965,1.0,0.0,1,0.53993,1678,14711,7.629523425182806E-6,1713332 -11713332 -11125315 -1 -2
946.0,718.0,0.56851,1.0,0.0,1,0.56877,1665,14711,7.246009449461025E-6,1136980 -1 -2
823.0,824.0,0.4997,1.0,0.0,1,0.5,1648,14711,6.7560470180221265E-6,975125 -1 -2
913.0,733.0,0.55468,1.0,0.0,1,0.55495,1647,14711,6.727639494060386E-6,1125315 1174888 -11506270 -1 -2
766.0,866.0,0.46936,1.0,0.0,1,0.46969,1633,14711,6.334835379806329E-6,1707164 -1 -2
683.0,933.0,0.42265,1.0,0.0,1,0.42301,1617,14711,5.8972871802567085E-6,1125315 -1744740 -1 -2
921.0,693.0,0.57063,1.0,0.0,1,0.5709,1615,14711,5.8434597455529E-6,1125315 -11539403 -1 -2
779.0,826.0,0.48536,1.0,0.0,1,0.48568,1606,14711,5.603649667098966E-6,1705674 1836430 -11125315 -1 -2
801.0,1230.0,0.39439,2.0,0.0,1,0.39498,2033,14711,5.556357996388305E-6,1110410 -1 -2
817.0,771.0,0.51448,1.0,0.0,1,0.51479,1589,14711,5.161600585150718E-6,1154343 -11734104 -1 -2
683.0,902.0,0.43091,1.0,0.0,1,0.43127,1586,14711,5.085096629783442E-6,1124957 -11124957 -1 -2
896.0,680.0,0.56853,1.0,0.0,1,0.5688,1577,14711,4.858333090082448E-6,1713332 -11713332 -11713332 -1 -2
795.0,780.0,0.50476,1.0,0.0,1,0.50508,1576,14711,4.833393302606175E-6,1786621 -11125315 1174888 -1 -2
790.0,740.0,0.51634,1.0,0.0,1,0.51666,1531,14711,3.7656630442471363E-6,1308216 -119049105 -1 -2
768.0,736.0,0.51064,1.0,0.0,1,0.51096,1505,14711,3.19929918738706E-6,1713332 -11713332 1759842 -1 -2
807.0,693.0,0.538,1.0,0.0,1,0.53831,1501,14711,3.1155868054904E-6,974166 -119049105 -1 -2
505.0,975.0,0.34122,1.0,0.0,1,0.34166,1481,14711,2.7110897681666553E-6,1125315 -1791967 -1 -2
916.0,1284.0,0.41636,2.0,0.0,1,0.41689,2202,14711,1.8499292418119096E-6,744740 -1 -2
