notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq
1410.0,501.0,0.73783,3.0,1569.0,0.00191,0.40568,3483,14711,0.014280304116130604,1518254 -1 -2
1420.0,458.0,0.75612,0.0,1528.0,0,0.41691,3406,14711,0.013123134927629175,1000560 -1 -2
1678.0,623.0,0.72925,4.0,1632.0,0.00244,0.42723,3937,14711,0.007006927942167081,1742253 -1 -2
1690.0,523.0,0.76367,2.0,1524.0,0.00131,0.45253,3739,14711,0.005135383874922982,1551099 -1 -2
1627.0,532.0,0.75359,1.0,1479.0,0.00068,0.44738,3639,14711,0.004712057749787803,1124957 -1 -2
1551.0,543.0,0.74069,6.0,1404.0,0.00426,0.44435,3504,14711,0.0038268980851919616,1125315 -1956874 -1 -2
1504.0,462.0,0.76501,6.0,1311.0,0.00456,0.45995,3283,14711,0.0033509857161148943,1125315 -119049105 -1 -2
1333.0,446.0,0.7493,5.0,1197.0,0.00416,0.44884,2981,14711,0.0032065642421749323,1174888 -1956874 -1 -2
1643.0,544.0,0.75126,2.0,1424.0,0.0014,0.4553,3613,14711,0.00290042768523762,1154029 -1 -2
1427.0,398.0,0.78192,4.0,1201.0,0.00332,0.47228,3030,14711,0.002629515403038625,19049105 -11125315 -1 -2
2213.0,525.0,0.80825,6.0,1228.0,0.00486,0.55866,3972,14711,0.002487923369728443,1308216 -1 -2
1873.0,591.0,0.76015,3.0,1535.0,0.00195,0.46877,4002,14711,0.0019676056454951303,1154343 -1 -2
1844.0,387.0,0.82654,8.0,1010.0,0.00786,0.57002,3249,14711,0.0016551757026220784,974166 -1 -2
1398.0,436.0,0.76227,7.0,1156.0,0.00602,0.4688,2997,14711,0.0016543909347155382,956874 -1956874 -1 -2
1525.0,459.0,0.76865,5.0,1235.0,0.00403,0.47457,3224,14711,0.001503453744171558,956874 -11125315 -1 -2
1535.0,429.0,0.78157,4.0,1222.0,0.00326,0.48245,3190,14711,0.00145863362227221,1153013 -1 -2
1769.0,480.0,0.78657,2.0,1385.0,0.00144,0.48707,3636,14711,0.0014550554247370448,1797513 -1 -2
2725.0,675.0,0.80147,7.0,1632.0,0.00427,0.54217,5039,14711,0.001374202218583546,19121608 -1 -2
2063.0,585.0,0.77908,3.0,1284.0,0.00233,0.52503,3935,14711,8.261351466018737E-4,1307046 -1 -2
1733.0,428.0,0.80194,4.0,1097.0,0.00363,0.5325,3262,14711,1.8697107996235086E-4,1125315 -11713332 -1 -2
1729.0,465.0,0.78806,2.0,1232.0,0.00162,0.50496,3428,14711,1.400578539407888E-4,1125315 -11125315 -11125315 -1 -2
2524.0,559.0,0.81868,2.0,1598.0,0.00125,0.5394,4683,14711,1.3397779385128285E-4,1734104 -1 -2
2094.0,428.0,0.83029,3.0,1300.0,0.0023,0.54824,3825,14711,1.2752870617375615E-4,1506270 -1 -2
1549.0,401.0,0.79436,2.0,1090.0,0.00183,0.50986,3042,14711,9.779370687808984E-5,1125315 -11125315 -11174888 -1 -2
1672.0,496.0,0.77122,4.0,1198.0,0.00333,0.49733,3370,14711,6.290374384022621E-5,1786621 -1 -2
1652.0,448.0,0.78667,3.0,1106.0,0.00271,0.51574,3209,14711,2.110582443407408E-5,1125315 1174888 -11125315 1174888 -1 -2
1534.0,392.0,0.79647,2.0,1029.0,0.00194,0.51945,2957,14711,1.276226676375623E-6,708298 -1 -2
1626.0,415.0,0.79667,3.0,1097.0,0.00273,0.51862,3141,14711,2.6217992748607423E-7,1713332 -11125315 -1 -2
