 fileid | count |                           filename                            
--------+-------+---------------------------------------------------------------
     14 |   165 | data/IMEDS/MiComorbidDS/outlier//trainDS_10000_1_prol.csv
     17 |    96 | data/IMEDS/CgstHfComorbidDS/outlier//trainDS_15000_1_prol.csv
     16 |    96 | data/IMEDS/CgstHfComorbidDS/outlier//trainDS_12500_1_prol.csv
     15 |    99 | data/IMEDS/CgstHfComorbidDS/outlier//trainDS_11000_1_prol.csv
(4 筆資料列)

